,default_chances,D,Greenspace,S_urban_cluster,S_green,entropy,chi2_statistic,p_value,world
0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
1,[0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
2,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
3,[0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
4,[0.  0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
5,[0.  0.  0.1 1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
6,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
7,[0.  0.  1.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
8,[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
9,[0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.718725257942443,0.8394,4,8394,0.4406634783141713,4607.6944,0.0,"[[0. 1. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 0. 0.]]"
10,[0.  0.1 0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8037514404687047,0.7433,9,7413,0.5695768422282503,2367.7956,0.0,"[[1. 1. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]]"
11,[0.  0.1 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8686154304801712,0.6199,28,5015,0.6641130601649494,575.0404,4.4967899422470075e-127,"[[1. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]]"
12,[0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.7724738275185048,0.7845,7,7842,0.5211531671056606,3237.61,0.0,"[[0. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 0. 0.]
 [0. 1. 1. ... 1. 1. 0.]]"
13,[0.  0.1 0.1 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8060154339401928,0.7391,8,7349,0.5739961854137006,2286.7524,0.0,"[[1. 1. 1. ... 1. 0. 1.]
 [0. 0. 0. ... 1. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 1. 0. ... 0. 0. 1.]
 [0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]]"
14,[0.  0.1 0.1 1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8699966721042276,0.6182,21,4621,0.6649384414916728,558.8496,1.495788418252201e-123,"[[1. 0. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 1. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 0. 0.]]"
15,[0.  0.1 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8484650935755318,0.6538,30,6279,0.6450625002979449,946.1776,8.987536097966562e-208,"[[1. 0. 0. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 1. ... 1. 0. 0.]]"
16,[0.  0.1 1.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.855019153107841,0.6399,40,6130,0.6534757095076822,782.8804,2.8459057778890003e-172,"[[0. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 0.]
 ...
 [0. 1. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 1.]]"
17,[0.  0.1 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.9011812361371052,0.5302,111,3133,0.6913219898490388,36.4816,1.541142276708493e-09,"[[1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 1. 0.]
 [0. 1. 1. ... 0. 1. 1.]
 ...
 [0. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 0. 1. 1.]]"
18,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.8121121602865045,0.6562,25,6562,0.6435238788365389,975.9376,3.0523054156104357e-214,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
19,[0.  1.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8417760595333432,0.6273,25,6270,0.6603770446071761,648.2116,5.470836617821229e-143,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
20,[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.8674124542199857,0.5934,25,5926,0.675597149914378,348.9424,7.20191464202738e-78,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
21,[0.  1.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.822246826045272,0.6798,33,6781,0.6270201200312697,1293.1216,3.5318115348377997e-283,"[[1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]]"
22,[0.  1.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8366337201801293,0.6649,28,6638,0.6377317119924177,1087.6804,1.5721469648881934e-238,"[[1. 1. 1. ... 0. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]]"
23,[0.  1.  0.1 1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8753049315124808,0.5887,32,5755,0.6773282096680718,314.7076,2.05935017180883e-70,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 0. 0.]]"
24,[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.842737828512901,0.6558,25,6558,0.6437820865055052,970.9456,3.7131142639603066e-213,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [1. 0. 1. ... 0. 1. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]]"
25,[0.  1.  1.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8567970340709261,0.6251,33,6216,0.6615121342615133,626.0004,3.7042650139894207e-138,"[[1. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [0. 0. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 0. 0.]]"
26,[0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.8799958552280707,0.5638,64,4982,0.6849840641089502,162.8176,2.7420108417428573e-37,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [1. 0. 1. ... 0. 1. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 0. 1.]]"
27,[0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.653604342120552,0.882,6,8819,0.3629210998971987,5836.96,0.0,"[[1. 1. 1. ... 0. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 1. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]]"
28,[0.1 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8004005387021205,0.7478,6,7458,0.5647392100979991,2456.1936,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [1. 1. 0. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 1. 0.]]"
29,[0.1 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.865214132159685,0.6135,50,5699,0.6671567199328996,515.29,4.479954973654066e-114,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 1. 1. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
30,[0.1 0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.7601485222646984,0.796,8,7953,0.505897848305788,3504.64,0.0,"[[1. 0. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 1.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 [1. 1. 0. ... 0. 0. 0.]]"
31,[0.1 0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.7955415122881793,0.7504,7,7468,0.561895272884829,2508.0064,0.0,"[[1. 0. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]]"
32,[0.1 0.  0.1 1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8674776589666713,0.6067,101,5340,0.6702013524761599,455.3956,4.829465636059143e-101,"[[1. 0. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 0. 1.]]"
33,[0.1 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8502682321834514,0.641,53,5970,0.6528406596286955,795.24,5.847559473599328e-175,"[[1. 0. 1. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]]"
34,[0.1 0.  1.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.8608395509514613,0.6217,54,5802,0.6632257577482605,592.4356,7.398326745299634e-131,"[[0. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
35,[0.1 0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.9180375315735658,0.4373,2306,697,0.6852638631182064,157.2516,4.509955509164549e-36,"[[1. 0. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 [0. 0. 0. ... 0. 1. 1.]
 ...
 [0. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [0. 1. 1. ... 1. 1. 0.]]"
36,[0.1 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.7108423062853586,0.8429,6,8429,0.43482957629034696,4703.2164,0.0,"[[0. 0. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 ...
 [0. 0. 0. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 1. 0.]
 [0. 1. 1. ... 0. 0. 0.]]"
37,[0.1 0.1 0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.796365437963077,0.7521,9,7487,0.5600162767525212,2542.1764,0.0,"[[0. 1. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 1. 0.]]"
38,[0.1 0.1 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. ],-1.863441731920843,0.6174,60,5363,0.6653226181807635,551.3104,6.530185106745951e-122,"[[1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 1. 1.]]"
